,city,date,treat,price,rating,omtaler,gæster,soveværelser,entertainment,security,work,wi-fi,kitchen,outdoor,bathroom,shampoo,washing machine,refrigerator,hot water,bed linen,family,parkering and faciliteter,hair dryer,hangers,smoking allowed,other,cleaning products,host,mailbox,view,dishwasher,blackout curtains,temperature,attractions nearby,fireplace,fitness equipment,pool etc.,Sights,Safety,Shopping,Location,Climate,Affordability
110,Copenhagen,2024-05-17,0,824,4.71,133,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
111,Copenhagen,2024-05-17,0,494,3.75,12,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
112,Copenhagen,2024-05-17,0,824,4.66,38,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
113,Copenhagen,2024-05-17,0,570,4.67,6,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
114,Copenhagen,2024-05-17,0,780,4.79,337,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
115,Copenhagen,2024-05-17,0,588,4.54,28,2.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
116,Copenhagen,2024-05-17,0,588,5.0,5,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
117,Copenhagen,2024-05-17,0,765,4.20,5,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
118,Copenhagen,2024-05-17,0,353,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
119,Copenhagen,2024-05-17,0,503,4.74,23,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
120,Copenhagen,2024-05-17,0,818,3.33,3,2.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
121,Copenhagen,2024-05-17,0,647,4.90,20,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
122,Copenhagen,2024-05-17,0,641,5.0,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
123,Copenhagen,2024-05-17,0,565,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
124,Copenhagen,2024-05-17,0,647,4.79,48,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
125,Copenhagen,2024-05-17,0,377,4.80,5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
126,Copenhagen,2024-05-17,0,633,4.90,30,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
127,Copenhagen,2024-05-17,0,494,3.0,4,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
128,Copenhagen,2024-05-17,0,594,4.31,62,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
129,Copenhagen,2024-05-17,0,794,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
130,Copenhagen,2024-05-17,0,747,4.71,85,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
131,Copenhagen,2024-05-17,0,706,4.50,8,,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
132,Copenhagen,2024-05-17,0,588,4.88,24,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
133,Copenhagen,2024-05-17,0,647,5.0,15,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
134,Copenhagen,2024-05-17,0,824,4.45,53,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
135,Copenhagen,2024-05-17,0,700,4.29,7,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
136,Copenhagen,2024-05-17,0,515,5.0,6,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
137,Copenhagen,2024-05-17,0,471,4.70,10,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
138,Copenhagen,2024-05-17,0,683,4.85,84,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
139,Copenhagen,2024-05-17,0,588,4.53,19,,3.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
140,Copenhagen,2024-05-17,0,701,,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
141,Copenhagen,2024-05-17,0,647,5.0,19,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
142,Copenhagen,2024-05-17,0,296,5.0,9,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
143,Copenhagen,2024-05-17,0,662,4.71,7,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
144,Copenhagen,2024-05-17,0,484,4.44,9,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
145,Copenhagen,2024-05-17,0,694,4.78,59,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
146,Copenhagen,2024-05-17,0,794,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
147,Copenhagen,2024-05-17,0,505,4.79,29,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
148,Copenhagen,2024-05-17,0,683,4.90,20,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
149,Copenhagen,2024-05-17,0,824,5.0,5,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
150,Copenhagen,2024-05-17,0,741,4.94,18,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
151,Copenhagen,2024-05-17,0,530,4.59,78,,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
152,Copenhagen,2024-05-17,0,764,5.0,3,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
153,Copenhagen,2024-05-17,0,365,5.0,24,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
154,Copenhagen,2024-05-17,0,636,4.60,5,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
155,Copenhagen,2024-05-17,0,647,4.0,5,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
156,Copenhagen,2024-05-17,0,458,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
157,Copenhagen,2024-05-17,0,530,4.75,20,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
158,Copenhagen,2024-05-17,0,706,4.50,8,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
159,Copenhagen,2024-05-17,0,588,4.93,15,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
160,Copenhagen,2024-05-17,0,530,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
161,Copenhagen,2024-05-17,0,816,4.0,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
162,Copenhagen,2024-05-17,0,705,4.69,13,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
163,Copenhagen,2024-05-17,0,588,4.91,24,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
164,Copenhagen,2024-05-17,0,765,4.67,12,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
165,Copenhagen,2024-05-17,0,818,4.70,10,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
166,Copenhagen,2024-05-17,0,706,4.31,16,,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
167,Copenhagen,2024-05-17,0,440,4.66,108,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
168,Copenhagen,2024-05-17,0,488,4.82,38,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
169,Copenhagen,2024-05-17,0,353,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,6.8,9.0,5.25,8.25,5.0,1.25
170,Copenhagen,2024-05-17,0,824,4.84,78,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
171,Copenhagen,2024-05-17,0,459,4.29,7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
172,Copenhagen,2024-05-17,0,824,4.93,14,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
173,Copenhagen,2024-05-17,0,530,4.56,25,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
174,Copenhagen,2024-05-17,0,506,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
175,Copenhagen,2024-05-17,0,705,4.78,9,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
176,Copenhagen,2024-05-17,0,765,4.67,18,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
177,Copenhagen,2024-05-17,0,824,4.67,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
178,Copenhagen,2024-05-17,0,824,4.87,103,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
179,Copenhagen,2024-05-17,0,471,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
180,Copenhagen,2024-05-17,0,794,4.28,71,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
181,Copenhagen,2024-05-17,0,615,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
182,Copenhagen,2024-05-17,0,718,4.20,5,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
183,Copenhagen,2024-05-17,0,497,4.80,5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
184,Copenhagen,2024-05-17,0,750,5.0,31,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
185,Copenhagen,2024-05-17,0,494,4.63,80,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
186,Copenhagen,2024-05-17,0,644,4.0,4,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
187,Copenhagen,2024-05-17,0,706,,,,2.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
188,Copenhagen,2024-05-17,0,824,4.61,136,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
189,Copenhagen,2024-05-17,0,824,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
190,Copenhagen,2024-05-17,0,677,4.67,12,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
191,Copenhagen,2024-05-17,0,612,4.93,27,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
192,Copenhagen,2024-05-17,0,677,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
193,Copenhagen,2024-05-17,0,753,4.71,14,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
194,Copenhagen,2024-05-17,0,824,4.55,11,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
195,Copenhagen,2024-05-17,0,647,5.0,4,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
196,Copenhagen,2024-05-17,0,794,4.27,77,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
197,Copenhagen,2024-05-17,0,765,,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
198,Copenhagen,2024-05-17,0,530,4.70,10,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
199,Copenhagen,2024-05-17,0,824,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
200,Copenhagen,2024-05-17,0,471,4.69,13,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
201,Copenhagen,2024-05-17,0,706,4.33,3,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
202,Copenhagen,2024-05-17,0,588,5.0,11,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
203,Copenhagen,2024-05-17,0,404,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
204,Copenhagen,2024-05-17,0,500,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
205,Copenhagen,2024-05-17,0,824,4.85,13,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
206,Copenhagen,2024-05-17,0,471,4.82,11,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
207,Copenhagen,2024-05-17,0,706,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
208,Copenhagen,2024-05-17,0,706,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
209,Copenhagen,2024-05-17,0,478,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
210,Copenhagen,2024-05-17,0,765,4.73,131,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
211,Copenhagen,2024-05-17,0,728,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
212,Copenhagen,2024-05-17,0,794,4.87,102,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
213,Copenhagen,2024-05-17,0,647,4.50,8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
214,Copenhagen,2024-05-17,0,706,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
215,Copenhagen,2024-05-17,0,452,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
216,Copenhagen,2024-05-17,0,471,4.33,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
217,Copenhagen,2024-05-17,0,829,4.50,4,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
218,Copenhagen,2024-05-17,0,794,4.40,5,3.0,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
219,Copenhagen,2024-05-17,0,765,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
220,Copenhagen,2024-05-17,0,794,4.87,39,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
221,Copenhagen,2024-05-17,0,524,4.83,6,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
222,Copenhagen,2024-05-17,0,294,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
223,Copenhagen,2024-05-17,0,474,4.75,4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
